#,Company,Location_HQ,Region,State,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,latitude,longitude
138,Yelp,"San Francisco","San Francisco Bay Area",California,USA,"North America",1000,2020-04-09,17,5882,4882,Consumer,Post-IPO,56,37.7792588,-122.4193286
139,Atsu,Seattle,Unknown,Unknown,USA,"North America",6,2020-04-10,100,6,0,Infrastructure,Unknown,1,47.6038321,-122.330062
140,Frontdesk,Milwaukee,Unknown,Unknown,USA,"North America",35,2020-04-10,16,219,184,Travel,Unknown,3,43.0386475,-87.9090751
141,NuoDB,Boston,Unknown,Unknown,USA,"North America",20,2020-04-10,29,69,49,Data,Unknown,85,42.3554334,-71.060511
142,Rhumbix,"San Francisco","San Francisco Bay Area",California,USA,"North America",16,2020-04-10,27,59,43,Construction,"Series B",35,37.7792588,-122.4193286
143,Clearbanc,Toronto,Unknown,Unknown,Canada,"North America",17,2020-04-13,8,213,196,Finance,"Series B",119,43.6534817,-79.3839347
144,EasyPost,"San Francisco","San Francisco Bay Area",California,USA,"North America",50,2020-04-13,25,200,150,Logistics,"Series A",12,37.7792588,-122.4193286
146,Neon,"Sao Paulo",Unknown,Unknown,Brazil,"South America",70,2020-04-13,10,700,630,Finance,"Series B",120,-23.5506507,-46.6333824
147,Zoox,"Forster City","San Francisco Bay Area",California,USA,"North America",100,2020-04-13,10,1000,900,Transportation,"Series B",955,37.5585465,-122.2710788
148,Envoy,"San Francisco","San Francisco Bay Area",California,USA,"North America",58,2020-04-14,30,193,135,HR,"Series B",59,37.7792588,-122.4193286
149,"The RealReal","San Francisco","San Francisco Bay Area",California,USA,"North America",235,2020-04-14,10,2350,2115,Retail,Post-IPO,358,37.7792588,-122.4193286
150,TouchBistro,Toronto,Unknown,Unknown,Canada,"North America",131,2020-04-14,23,570,439,Food,"Series E",224,43.6534817,-79.3839347
151,VSCO,Oakland,"San Francisco Bay Area",California,USA,"North America",45,2020-04-14,35,129,84,Consumer,"Series B",90,37.8044557,-122.271356
152,Carta,"San Francisco","San Francisco Bay Area",California,USA,"North America",161,2020-04-15,16,1006,845,Finance,"Series E",447,37.7792588,-122.4193286
153,GoPro,"San Mateo","San Francisco Bay Area",California,USA,"North America",200,2020-04-15,20,1000,800,Consumer,Post-IPO,288,37.496904,-122.3330573
154,"Kodiak Robotics","Mountain View","San Francisco Bay Area",California,USA,"North America",15,2020-04-15,20,75,60,Transportation,"Series A",40,37.3893889,-122.0832101
155,Opendoor,"San Francisco","San Francisco Bay Area",California,USA,"North America",600,2020-04-15,35,1714,1114,"Real Estate","Series E",1500,37.7792588,-122.4193286
156,Parsable,"San Francisco","San Francisco Bay Area",California,USA,"North America",40,2020-04-15,25,160,120,HR,"Series C",72,37.7792588,-122.4193286
157,Shop101,Mumbai,Unknown,Unknown,India,Asia,200,2020-04-15,40,500,300,Retail,"Series C",19,19.0785451,72.878176
158,Zume,Camarillo,Unknown,Unknown,USA,"North America",200,2020-04-15,67,299,99,Food,Unknown,423,34.2176371,-119.0383541
159,CarGurus,Boston,Unknown,Unknown,USA,"North America",130,2020-04-16,13,1000,870,Transportation,Post-IPO,1,42.3554334,-71.060511
160,CleverTap,Mumbai,Unknown,Unknown,India,Asia,60,2020-04-16,20,300,240,Marketing,"Series C",76,19.0785451,72.878176
161,"Funding Societies",Singapore,Unknown,Unknown,Singapore,Asia,65,2020-04-16,18,361,296,Finance,"Series B",42,1.2899175,103.8519072
162,ContaAzul,Joinville,Unknown,Unknown,Brazil,"South America",140,2020-04-17,35,400,260,Education,"Series D",37,-26.3044898,-48.8486726
163,Greenhouse,"New York City",Unknown,Unknown,USA,"North America",120,2020-04-17,28,429,309,HR,"Series D",110,40.7127281,-74.0060152
164,Loft,"Sao Paulo",Unknown,Unknown,Brazil,"South America",47,2020-04-17,10,470,423,"Real Estate","Series C",263,-23.5506507,-46.6333824
165,People.ai,"San Francisco","San Francisco Bay Area",California,USA,"North America",30,2020-04-17,18,167,137,Marketing,"Series C",100,37.7792588,-122.4193286
166,QuintoAndar,"Sao Paulo",Unknown,Unknown,Brazil,"South America",88,2020-04-17,8,1100,1012,"Real Estate","Series D",335,-23.5506507,-46.6333824
167,Sweetgreen,"Los Angeles",Unknown,California,USA,"North America",35,2020-04-17,10,350,315,Food,"Series I",478,34.0536909,-118.242766
168,Tor,Boston,Unknown,Unknown,USA,"North America",13,2020-04-17,37,35,22,Security,Unknown,1,42.3554334,-71.060511
169,Zilingo,Singapore,Unknown,Unknown,Singapore,Asia,44,2020-04-17,5,880,836,Retail,"Series D",307,1.2899175,103.8519072
170,ConsenSys,"New York City",Unknown,Unknown,USA,"North America",91,2020-04-20,14,650,559,Crypto,Unknown,10,40.7127281,-74.0060152
171,Forward,"San Francisco","San Francisco Bay Area",California,USA,"North America",10,2020-04-20,3,333,323,Healthcare,"Series C",100,37.7792588,-122.4193286
172,GumGum,"Los Angeles",Unknown,California,USA,"North America",90,2020-04-20,25,360,270,Marketing,"Series D",58,34.0536909,-118.242766
173,Klook,"Hong Kong",Unknown,Unknown,"Hong Kong",Asia,300,2020-04-20,15,2000,1700,Travel,"Series D",521,22.2793278,114.1628131
174,"Komodo Health","San Francisco","San Francisco Bay Area",California,USA,"North America",23,2020-04-20,9,256,233,Healthcare,"Series C",50,37.7792588,-122.4193286
175,Kueski,Guadalajara,Unknown,Unknown,Mexico,"North America",90,2020-04-20,30,300,210,Finance,"Series B",38,20.6720375,-103.338396
176,Movidesk,Blumenau,Unknown,Unknown,Brazil,"South America",33,2020-04-20,25,132,99,Support,Seed,1,-26.9195567,-49.0658025
177,Bringg,"Tel Aviv",Unknown,Unknown,Israel,Asia,10,2020-04-21,10,100,90,Logistics,"Series D",84,32.0852997,34.7818064
178,Casper,"New York City",Unknown,Unknown,USA,"North America",78,2020-04-21,21,371,293,Retail,Post-IPO,339,40.7127281,-74.0060152
179,Freshbooks,Toronto,Unknown,Unknown,Canada,"North America",38,2020-04-21,9,422,384,Finance,"Series B",75,43.6534817,-79.3839347
180,Houzz,"Palo Alto","San Francisco Bay Area",California,USA,"North America",155,2020-04-21,10,1550,1395,Consumer,"Series E",613,37.4443293,-122.1598465
181,"Lending Club","San Francisco","San Francisco Bay Area",California,USA,"North America",460,2020-04-21,30,1533,1073,Finance,Post-IPO,392,37.7792588,-122.4193286
182,Patreon,"San Francisco","San Francisco Bay Area",California,USA,"North America",30,2020-04-21,13,231,201,Media,"Series D",165,37.7792588,-122.4193286
183,RealSelf,Seattle,Unknown,Unknown,USA,"North America",40,2020-04-21,13,308,268,Healthcare,"Series B",42,47.6038321,-122.330062
184,Swiggy,Bengaluru,Unknown,Unknown,India,Asia,800,2020-04-21,9,8657,7857,Food,"Series I",1600,12.98815675,77.62260004
185,Ike,"San Francisco","San Francisco Bay Area",California,USA,"North America",10,2020-04-22,14,71,61,Transportation,"Series A",52,37.7792588,-122.4193286
186,"Magic Leap",Miami,Unknown,Unknown,USA,"North America",1000,2020-04-22,50,2000,1000,Consumer,"Series E",2600,25.7741728,-80.19362
187,"When I Work",Minneapolis,Unknown,Unknown,USA,"North America",55,2020-04-22,35,157,102,HR,"Series B",24,44.9772995,-93.2654692
189,Sisense,"New York City",Unknown,Unknown,USA,"North America",80,2020-04-23,9,889,809,Data,"Series F",274,40.7127281,-74.0060152
190,StockX,Detroit,Unknown,Unknown,USA,"North America",100,2020-04-23,12,833,733,Retail,"Series C",160,42.3315509,-83.0466403
191,Zenefits,"San Francisco","San Francisco Bay Area",California,USA,"North America",87,2020-04-23,15,580,493,HR,"Series C",583,37.7792588,-122.4193286
192,"Ada Support",Toronto,Unknown,Unknown,Canada,"North America",36,2020-04-24,23,157,121,Support,"Series B",60,43.6534817,-79.3839347
193,"Divergent 3D","Los Angeles",Unknown,California,USA,"North America",57,2020-04-24,36,158,101,Transportation,"Series B",88,34.0536909,-118.242766
194,"Horizn Studios",Berlin,Unknown,Unknown,Germany,Europe,15,2020-04-24,25,60,45,Travel,"Series B",30,52.5170365,13.3888599
195,Jiobit,Chicago,Unknown,Unknown,USA,"North America",6,2020-04-24,21,29,23,Consumer,Unknown,12,41.8755616,-87.6244212
196,"Lighter Capital",Seattle,Unknown,Unknown,USA,"North America",18,2020-04-24,22,82,64,Finance,"Series B",15,47.6038321,-122.330062
197,TutorMundi,"Sao Paulo",Unknown,Unknown,Brazil,"South America",4,2020-04-24,100,4,0,Education,"Series A",2,-23.5506507,-46.6333824
198,UPshow,Chicago,Unknown,Unknown,USA,"North America",19,2020-04-24,30,63,44,Marketing,"Series A",7,41.8755616,-87.6244212
199,"Welkin Health","San Francisco","San Francisco Bay Area",California,USA,"North America",10,2020-04-24,33,30,20,Healthcare,"Series B",29,37.7792588,-122.4193286
200,Submittable,Missoula,Unknown,Unknown,USA,"North America",30,2020-04-25,20,150,120,Other,"Series B",17,46.8701049,-113.995267
201,"Automation Anything","San Jose","San Francisco Bay Area",California,USA,"North America",260,2020-04-27,10,2600,2340,Other,"Series B",840,37.3361663,-121.890591
202,JetClosing,Seattle,Unknown,Unknown,USA,"North America",20,2020-04-27,20,100,80,"Real Estate","Series A",24,47.6038321,-122.330062
203,"App Annie","San Francisco","San Francisco Bay Area",California,USA,"North America",80,2020-04-28,18,444,364,Data,Unknown,156,37.7792588,-122.4193286
204,Deliveroo,London,Unknown,Unknown,UK,Europe,367,2020-04-28,15,2447,2080,Food,"Series G",1500,51.4893335,-0.144055085
205,OpenX,"Los Angeles",Unknown,California,USA,"North America",35,2020-04-28,15,233,198,Marketing,Unknown,70,34.0536909,-118.242766
206,PayJoy,"San Francisco","San Francisco Bay Area",California,USA,"North America",27,2020-04-28,25,108,81,Finance,"Series B",71,37.7792588,-122.4193286
207,Shipsi,"Los Angeles",Unknown,California,USA,"North America",20,2020-04-28,50,40,20,Retail,Seed,2,34.0536909,-118.242766
208,TripAdvisor,Boston,Unknown,Unknown,USA,"North America",900,2020-04-28,25,3600,2700,Travel,Post-IPO,3,42.3554334,-71.060511
209,"Kayak / OpenTable",Stamford,Unknown,Unknown,USA,"North America",160,2020-04-29,8,2000,1840,Travel,Acquired,229,41.0534302,-73.5387341
210,Lime,"San Francisco","San Francisco Bay Area",California,USA,"North America",80,2020-04-29,13,615,535,Transportation,"Series D",765,37.7792588,-122.4193286
211,Lyft,"San Francisco","San Francisco Bay Area",California,USA,"North America",982,2020-04-29,17,5776,4794,Transportation,Post-IPO,4900,37.7792588,-122.4193286
212,"TranSan Francisco Bay Areaix","New York City",Unknown,Unknown,USA,"North America",24,2020-04-29,10,240,216,Logistics,"Series D",128,40.7127281,-74.0060152
213,"Culture Trip",London,Unknown,Unknown,UK,Europe,95,2020-05-01,32,297,202,Media,"Series B",102,51.4893335,-0.144055085
214,Namely,"New York City",Unknown,Unknown,USA,"North America",110,2020-05-01,40,275,165,HR,"Series E",217,40.7127281,-74.0060152
215,"Sandbox VR","San Francisco","San Francisco Bay Area",California,USA,"North America",80,2020-05-01,80,100,20,Consumer,"Series A",82,37.7792588,-122.4193286
216,TheSkimm,"New York City",Unknown,Unknown,USA,"North America",26,2020-05-01,20,130,104,Media,"Series C",28,40.7127281,-74.0060152
217,Trax,"Tel Aviv",Unknown,Unknown,Israel,Asia,120,2020-05-03,10,1200,1080,Retail,"Series D",386,32.0852997,34.7818064
218,Careem,Dubai,Unknown,Unknown,"United Arabian Emirates",Asia,536,2020-05-04,31,1729,1193,Transportation,Acquired,771,25.276987,55.296249
219,CureFit,Bengaluru,Unknown,Unknown,India,Asia,800,2020-05-04,16,5000,4200,Fitness,"Series D",404,12.98815675,77.62260004
220,Deputy,Sydney,Unknown,Unknown,Australia,Australia,60,2020-05-04,30,200,140,HR,"Series B",106,-33.8698439,151.2082848
221,"Element AI",Montreal,Unknown,Unknown,Canada,"North America",62,2020-05-04,15,413,351,Other,"Series B",257,45.5031824,-73.5698065
222,Loopio,Toronto,Unknown,Unknown,Canada,"North America",11,2020-05-04,8,138,127,Sales,"Series A",11,43.6534817,-79.3839347
223,Oriente,"Hong Kong",Unknown,Unknown,"Hong Kong",Asia,400,2020-05-04,20,2000,1600,Finance,"Series B",175,22.2793278,114.1628131
224,Veriff,Tallinn,Unknown,Unknown,Estonia,Europe,63,2020-05-04,21,300,237,Security,"Series A",7,59.4372155,24.7453688
225,Airbnb,"San Francisco","San Francisco Bay Area",California,USA,"North America",1900,2020-05-05,25,7600,5700,Travel,"Private Equity",5400,37.7792588,-122.4193286
226,Andela,"New York City",Unknown,Unknown,USA,"North America",135,2020-05-05,10,1350,1215,HR,"Series D",181,40.7127281,-74.0060152
227,Juul,"San Francisco","San Francisco Bay Area",California,USA,"North America",900,2020-05-05,30,3000,2100,Consumer,Unknown,1500,37.7792588,-122.4193286
228,"Stack Overflow","New York City",Unknown,Unknown,USA,"North America",40,2020-05-05,15,267,227,HR,"Series D",68,40.7127281,-74.0060152
229,Workable,Boston,Unknown,Unknown,USA,"North America",25,2020-05-05,10,250,225,HR,"Series C",84,42.3554334,-71.060511
230,"Rubicon Project","Los Angeles",Unknown,California,USA,"North America",50,2020-05-06,8,625,575,Marketing,Post-IPO,60,34.0536909,-118.242766
231,Segment,"San Francisco","San Francisco Bay Area",California,USA,"North America",50,2020-05-06,10,500,450,Data,"Series D",283,37.7792588,-122.4193286
232,Uber,"San Francisco","San Francisco Bay Area",California,USA,"North America",3700,2020-05-06,14,26429,22729,Transportation,Post-IPO,24700,37.7792588,-122.4193286
233,Flywire,Boston,Unknown,Unknown,USA,"North America",60,2020-05-07,12,500,440,Finance,"Series E",263,42.3554334,-71.060511
234,Glassdoor,"San Francisco","San Francisco Bay Area",California,USA,"North America",300,2020-05-07,30,1000,700,HR,Acquired,204,37.7792588,-122.4193286
235,Jump,"New York City",Unknown,Unknown,USA,"North America",500,2020-05-07,100,500,0,Transportation,Acquired,11,40.7127281,-74.0060152
236,Numbrs,Zurich,Unknown,Unknown,Switzerland,Europe,62,2020-05-07,50,124,62,Finance,"Series B",78,47.3744489,8.5410422
237,Tally,"San Francisco","San Francisco Bay Area",California,USA,"North America",28,2020-05-07,23,122,94,Finance,"Series C",92,37.7792588,-122.4193286
238,N26,"New York City",Unknown,Unknown,USA,"North America",9,2020-05-08,1,900,891,Finance,"Series D",782,40.7127281,-74.0060152
239,Cadre,"New York City",Unknown,Unknown,USA,"North America",28,2020-05-11,25,112,84,"Real Estate","Series C",133,40.7127281,-74.0060152
240,Revolut,London,Unknown,Unknown,UK,Europe,60,2020-05-11,3,2000,1940,Finance,"Series D",837,51.4893335,-0.144055085
241,Hireology,Chicago,Unknown,Unknown,USA,"North America",36,2020-05-12,17,212,176,HR,"Series D",52,41.8755616,-87.6244212
242,Mixpanel,"San Francisco","San Francisco Bay Area",California,USA,"North America",65,2020-05-12,19,342,277,Data,"Series B",77,37.7792588,-122.4193286
243,"Top Hat",Toronto,Unknown,Unknown,Canada,"North America",16,2020-05-12,3,533,517,Education,"Series D",104,43.6534817,-79.3839347
244,"Zeus Living","San Francisco","San Francisco Bay Area",California,USA,"North America",73,2020-05-12,50,146,73,"Real Estate","Series B",79,37.7792588,-122.4193286
245,Deliv,"Menlo Park","San Francisco Bay Area",California,USA,"North America",669,2020-05-13,100,669,0,Retail,"Series C",80,37.4519671,-122.177992
246,Kickstarter,"New York City",Unknown,Unknown,USA,"North America",25,2020-05-13,18,139,114,Finance,Unknown,10,40.7127281,-74.0060152
247,Mercos,Joinville,Unknown,Unknown,Brazil,"South America",51,2020-05-13,40,128,77,Sales,Unknown,2,-26.3044898,-48.8486726
248,Cruise,"San Francisco","San Francisco Bay Area",California,USA,"North America",150,2020-05-14,8,1875,1725,Transportation,Acquired,5300,37.7792588,-122.4193286
249,"Integral Ad Science","New York City",Unknown,Unknown,USA,"North America",70,2020-05-14,10,700,630,Marketing,Acquired,116,40.7127281,-74.0060152
250,Ridecell,"San Francisco","San Francisco Bay Area",California,USA,"North America",35,2020-05-14,15,233,198,Transportation,"Series B",73,37.7792588,-122.4193286
251,Lattice,"San Francisco","San Francisco Bay Area",California,USA,"North America",16,2020-05-15,10,160,144,HR,"Series C",49,37.7792588,-122.4193286
252,Lendingkart,Ahmedabad,Unknown,Unknown,India,Asia,500,2020-05-15,50,1000,500,Finance,Unknown,200,23.0216238,72.5797068
253,Zomato,Gurugram,Unknown,Unknown,India,Asia,520,2020-05-15,13,4000,3480,Food,"Series J",914,28.4646148,77.0299194
254,Swiggy,Bengaluru,Unknown,Unknown,India,Asia,1100,2020-05-18,14,7857,6757,Food,"Series I",1600,12.98815675,77.62260004
255,Uber,"San Francisco","San Francisco Bay Area",California,USA,"North America",3000,2020-05-18,13,23077,20077,Transportation,Post-IPO,24700,37.7792588,-122.4193286
256,WeWork,"New Delhi",Unknown,Unknown,India,Asia,100,2020-05-18,20,500,400,"Real Estate","Series H",19500,28.6138954,77.2090057
257,Livspace,Bengaluru,Unknown,Unknown,India,Asia,450,2020-05-19,15,3000,2550,Retail,"Series D",157,12.98815675,77.62260004
258,Pollen,London,Unknown,Unknown,UK,Europe,69,2020-05-19,31,223,154,Travel,"Series B",88,51.4893335,-0.144055085
259,Intercom,"San Francisco","San Francisco Bay Area",California,USA,"North America",39,2020-05-20,6,650,611,Support,"Series D",240,37.7792588,-122.4193286
260,Ola,Bengaluru,Unknown,Unknown,India,Asia,1400,2020-05-20,35,4000,2600,Transportation,"Series J",3800,12.98815675,77.62260004
261,Samsara,"San Francisco","San Francisco Bay Area",California,USA,"North America",300,2020-05-20,18,1667,1367,Logistics,"Series F",530,37.7792588,-122.4193286
262,ShareChat,Bengaluru,Unknown,Unknown,India,Asia,101,2020-05-20,25,404,303,Marketing,"Series D",222,12.98815675,77.62260004
263,SoFi,"San Francisco","San Francisco Bay Area",California,USA,"North America",112,2020-05-20,7,1600,1488,Finance,"Private Equity",2500,37.7792588,-122.4193286
264,"Stay Alfred",Spokane,Unknown,Unknown,USA,"North America",221,2020-05-20,100,221,0,Travel,"Series B",62,47.6571934,-117.42351
265,Cvent,"Washington DC",Unknown,Unknown,USA,"North America",400,2020-05-21,10,4000,3600,Marketing,Acquired,146,38.8950368,-77.0365427
266,Glitch,"New York City",Unknown,Unknown,USA,"North America",18,2020-05-21,36,50,32,Product,"Series A",30,40.7127281,-74.0060152
267,PickYourTrail,Chennai,Unknown,Unknown,India,Asia,70,2020-05-21,35,200,130,Travel,"Series A",3,13.0836939,80.270186
268,Bluprint,Denver,Unknown,Unknown,USA,"North America",137,2020-05-26,100,137,0,Education,Acquired,108,39.7392364,-104.984862
269,Uber,Bengaluru,Unknown,Unknown,India,Asia,600,2020-05-26,23,2609,2009,Transportation,Post-IPO,24700,12.98815675,77.62260004
270,Ebanx,Curitiba,Unknown,Unknown,Brazil,"South America",62,2020-05-27,8,775,713,Finance,Unknown,30,-25.4295963,-49.2712724
271,Instructure,"Salt Lake City",Unknown,Unknown,USA,"North America",150,2020-05-27,12,1250,1100,Education,Acquired,89,40.7596198,-111.886797
272,BookMyShow,Mumbai,Unknown,Unknown,India,Asia,270,2020-05-28,18,1500,1230,Consumer,Unknown,224,19.0785451,72.878176
273,"Culture Amp",Melbourne,Unknown,Unknown,Australia,Australia,36,2020-05-28,8,450,414,HR,"Series E",157,-37.8142454,144.9631732
274,"The Sill","New York City",Unknown,Unknown,USA,"North America",20,2020-05-28,25,80,60,Retail,"Series A",7,40.7127281,-74.0060152
275,TrueCar,"Los Angeles",Unknown,California,USA,"North America",219,2020-05-28,30,730,511,Transportation,Post-IPO,340,34.0536909,-118.242766
276,Brex,"San Francisco","San Francisco Bay Area",California,USA,"North America",62,2020-05-29,15,413,351,Finance,"Series C",732,37.7792588,-122.4193286
277,Loftium,Seattle,Unknown,Unknown,USA,"North America",32,2020-05-29,60,53,21,"Real Estate","Series A",17,47.6038321,-122.330062
278,CrowdStreet,Portland,Unknown,Unknown,USA,"North America",24,2020-06-01,22,109,85,"Real Estate","Series C",24,45.5202471,-122.674194
279,"Stitch Fix","San Francisco","San Francisco Bay Area",California,USA,"North America",1400,2020-06-01,18,7778,6378,Retail,Post-IPO,79,37.7792588,-122.4193286
280,"Descartes Labs","Santa Fe",Unknown,Unknown,USA,"North America",12,2020-06-02,16,75,63,Data,"Series B",58,35.6876096,-105.938456
281,Fundbox,"San Francisco","San Francisco Bay Area",California,USA,"North America",14,2020-06-02,15,93,79,Finance,"Series C",453,37.7792588,-122.4193286
282,Rivian,Detroit,Unknown,Unknown,USA,"North America",40,2020-06-02,2,2000,1960,Transportation,Post-IPO,10700,42.3315509,-83.0466403
283,"Credit Sesame","Mountain View","San Francisco Bay Area",California,USA,"North America",22,2020-06-03,14,157,135,Finance,"Series F",120,37.3893889,-122.0832101
284,Monzo,London,Unknown,Unknown,UK,Europe,120,2020-06-03,8,1500,1380,Finance,"Series F",324,51.4893335,-0.144055085
285,SpotHero,Chicago,Unknown,Unknown,USA,"North America",40,2020-06-03,21,190,150,Transportation,"Series D",117,41.8755616,-87.6244212
286,Builder,"Los Angeles",Unknown,California,USA,"North America",39,2020-06-04,14,279,240,Product,"Series A",29,34.0536909,-118.242766
287,Lastline,"Redwood City","San Francisco Bay Area",California,USA,"North America",50,2020-06-04,40,125,75,Security,"Series C",52,37.4863239,-122.232523
288,"Ethos Life","San Francisco","San Francisco Bay Area",California,USA,"North America",18,2020-06-05,14,129,111,Finance,"Series C",106,37.7792588,-122.4193286
289,"The Athletic","San Francisco","San Francisco Bay Area",California,USA,"North America",46,2020-06-05,8,575,529,Media,"Series D",139,37.7792588,-122.4193286
290,Branch,"New York City",Unknown,Unknown,USA,"North America",3,2020-06-11,27,11,8,Retail,Seed,2,40.7127281,-74.0060152
291,SynapseFI,"San Francisco","San Francisco Bay Area",California,USA,"North America",63,2020-06-12,48,131,68,Finance,"Series B",50,37.7792588,-122.4193286
294,PaisaBazaar,Gurugram,Unknown,Unknown,India,Asia,1500,2020-06-16,50,3000,1500,Finance,"Series G",496,28.4646148,77.0299194
295,Redox,Madison,Unknown,Unknown,USA,"North America",44,2020-06-16,25,176,132,Healthcare,"Series C",50,43.074761,-89.3837613
296,Splunk,"San Jose","San Francisco Bay Area",California,USA,"North America",70,2020-06-16,1,7000,6930,Data,Post-IPO,40,37.3361663,-121.890591
297,Navi,Bengaluru,Unknown,Unknown,India,Asia,40,2020-06-17,25,160,120,Finance,"Private Equity",582,12.98815675,77.62260004
298,Intuit,"Mountain View","San Francisco Bay Area",California,USA,"North America",715,2020-06-22,7,10214,9499,Finance,Post-IPO,18,37.3893889,-122.0832101
299,Dark,"San Francisco","San Francisco Bay Area",California,USA,"North America",6,2020-06-23,100,6,0,Product,Seed,3,37.7792588,-122.4193286
300,Gojek,Jakarta,Unknown,Unknown,Indonesia,Asia,430,2020-06-23,9,4778,4348,Transportation,"Series F",4800,-6.175247,106.8270488
301,ScaleFactor,Austin,Unknown,Unknown,USA,"North America",90,2020-06-23,90,100,10,Finance,"Series C",103,30.2711286,-97.7436995
302,Sonos,"New York City",Unknown,Unknown,USA,"North America",174,2020-06-24,12,1450,1276,Consumer,Post-IPO,455,40.7127281,-74.0060152
303,Bounce,Bengaluru,Unknown,Unknown,India,Asia,130,2020-06-29,22,591,461,Transportation,"Series D",214,12.98815675,77.62260004
304,Katerra,"Menlo Park","San Francisco Bay Area",California,USA,"North America",400,2020-06-29,7,5714,5314,Construction,"Series E",1300,37.4519671,-122.177992
305,G2,Chicago,Unknown,Unknown,USA,"North America",17,2020-06-30,5,340,323,Marketing,"Series C",101,41.8755616,-87.6244212
306,Zilingo,Singapore,Unknown,Unknown,Singapore,Asia,100,2020-07-09,12,833,733,Retail,"Series D",307,1.2899175,103.8519072
307,Skyscanner,Edinburgh,Unknown,Unknown,UK,Europe,300,2020-07-14,20,1500,1200,Travel,Acquired,197,55.9533456,-3.1883749
308,Optimizely,"San Francisco","San Francisco Bay Area",California,USA,"North America",60,2020-07-15,15,400,340,Marketing,"Series D",251,37.7792588,-122.4193286
309,"Lighter Capital",Seattle,Unknown,Unknown,USA,"North America",22,2020-07-20,49,45,23,Finance,"Series B",15,47.6038321,-122.330062
310,LinkedIn,Sunnyvale,"San Francisco Bay Area",California,USA,"North America",960,2020-07-21,6,16000,15040,HR,Acquired,154,37.3688301,-122.036349
311,Checkr,"San Francisco","San Francisco Bay Area",California,USA,"North America",64,2020-07-23,12,533,469,HR,"Series D",309,37.7792588,-122.4193286
312,Swiggy,Bengaluru,Unknown,Unknown,India,Asia,350,2020-07-27,5,7000,6650,Food,"Series I",1600,12.98815675,77.62260004
313,Zeitgold,Berlin,Unknown,Unknown,Germany,Europe,75,2020-07-27,72,104,29,Finance,"Series B",60,52.5170365,13.3888599
314,Procore,"Los Angeles",Unknown,California,USA,"North America",180,2020-07-28,9,2000,1820,Construction,Unknown,649,34.0536909,-118.242766
315,Buy.com,"San Mateo","San Francisco Bay Area",California,USA,"North America",87,2020-07-30,100,87,0,Retail,Acquired,42,37.496904,-122.3330573
316,Thriver,Toronto,Unknown,Unknown,Canada,"North America",75,2020-08-06,50,150,75,Food,"Series B",53,43.6534817,-79.3839347
317,Glossier,"New York City",Unknown,Unknown,USA,"North America",150,2020-08-07,38,395,245,Retail,"Series D",186,40.7127281,-74.0060152
318,Eatsy,Singapore,Unknown,Unknown,Singapore,Asia,20,2020-08-08,100,20,0,Food,Seed,1,1.2899175,103.8519072
319,Mozilla,"San Francisco","San Francisco Bay Area",California,USA,"North America",250,2020-08-11,25,1000,750,Consumer,Unknown,2,37.7792588,-122.4193286
320,Docly,London,Unknown,Unknown,UK,Europe,8,2020-08-19,80,10,2,Healthcare,Seed,16,51.4893335,-0.144055085
321,"SaleSan Francisco Bay Areaorce","San Francisco","San Francisco Bay Area",California,USA,"North America",1000,2020-08-26,2,50000,49000,Sales,Post-IPO,65,37.7792588,-122.4193286
322,MakeMyTrip,"New Delhi",Unknown,Unknown,India,Asia,350,2020-08-31,10,3500,3150,Travel,Post-IPO,548,28.6138954,77.2090057
323,GoBear,Singapore,Unknown,Unknown,Singapore,Asia,22,2020-09-01,11,200,178,Finance,Unknown,97,1.2899175,103.8519072
324,Waze,"Palo Alto","San Francisco Bay Area",California,USA,"North America",30,2020-09-09,5,600,570,Transportation,Acquired,67,37.4443293,-122.1598465
325,NS8,"Las Vegas",Unknown,Unknown,USA,"North America",240,2020-09-11,95,253,13,Data,"Series A",158,36.1672559,-115.148516
326,"Alto Pharmacy","San Francisco","San Francisco Bay Area",California,USA,"North America",47,2020-09-29,6,783,736,Healthcare,"Series D",356,37.7792588,-122.4193286
327,GetYourGuide,Berlin,Unknown,Unknown,Germany,Europe,90,2020-10-14,17,529,439,Travel,"Series E",656,52.5170365,13.3888599
328,Knotel,"New York City",Unknown,Unknown,USA,"North America",20,2020-10-29,8,250,230,"Real Estate","Series C",560,40.7127281,-74.0060152
329,Worksmith,Austin,Unknown,Unknown,USA,"North America",30,2020-11-09,50,60,30,Retail,Unknown,4,30.2711286,-97.7436995
330,"Bridge Connector",Nashville,Unknown,Unknown,USA,"North America",154,2020-11-17,100,154,0,Healthcare,"Series B",45,36.1622767,-86.7742984
331,Aya,Toronto,Unknown,Unknown,Canada,"North America",5,2020-11-19,25,20,15,Finance,Seed,3,43.6534817,-79.3839347
332,Breather,Montreal,Unknown,Unknown,Canada,"North America",120,2020-12-16,80,150,30,"Real Estate","Series D",131,45.5031824,-73.5698065
333,Dropbox,"San Francisco","San Francisco Bay Area",California,USA,"North America",315,2021-01-13,15,2100,1785,Other,Post-IPO,1700,37.7792588,-122.4193286
334,Pocketmath,Singapore,Unknown,Unknown,Singapore,Asia,21,2021-01-20,100,21,0,Marketing,Unknown,20,1.2899175,103.8519072
